product_name,review_text,rating,tags,flan-t5-xl-JDG-T-101-qlora,mistral-7b-instruct-v0.2-JDG-210,gpt-3.5-turbo-0125:personal:review-tags-jdg001,llama-2-7b-chat-JDG-211-checkpoint-650,Flan-t5-xl Disagrees,Mistral Disagrees,GPT3.5 Disagrees,Llama Disagrees,3 Judges Agree,Unanimous,At least 3 judges,Validate 3 Judges,Validate Unanimous,No agreement – Human labelled,Set 1 – 3 Judges + Human Labels,Set 2 – Unanimous + Human Labels,Set 3 – Combined Human Labelled,validation,design,value,performance,quality,none,non-review
Micro SD Memory Card,"JUST FOR THE MEMORY. Plenty of memory, purchased for the memory to take videos on a Knock off Go Pro camera by AKASO and so far it works fine.",4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Shower Cap,"Just fine,. I have long hair, there is enough room and the elastic is snug enough not to let in water.  Would purchase again.",3,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Fire TV Stick,Just doesn't work. I can't get this setup on my TV. I've tried to get some support on this to no avail.,1,,"[""quality""]","[""non-review""]","[""performance""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Hair curler,Just didn't hold a wave well. I used it .... Just didn't hold a wave well.  I used it for two weeks..now it sits in the back of my drawer.,2,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Insect Repellent,Just cant stand how it smells.. I hate the smell but it does help.  There are other products that do smell as strong or bad.  I know some people love it but I am not one of them.,2,,"[""performance""]","[""performance""]","[""performance""]","[""quality""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Crown / Tiara,Just as pictured. Very detailed and ornate. My daughter wore to a Daddy Daughter Dance and all the other girls were jelly!,5,,"[""design""]","[""design""]","[""design""]","[""design""]",,,,,,"[""design""]","[""design""]",,,,"[""design""]","[""design""]",,0,1,0,0,0,0,0
Anti-slip wax for glasses,Just as pictured. I got it for my mom who has a huge problem with her glasses sipping down her nose. She says that it kind of works. But I do have know if I'll buy it again.,3,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""none""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Hair Brush,just as expected. just as expeceted,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Echo Dot,Just another gimmick? I’ll let you make your own decision I returned it. I bought this because a friend had one however I do not really understand the need for it just another gimmick?,2,,"[""non-review""]","[""non-review""]","[""none""]","[""non-review""]",,,"[""non-review""]",,"[""non-review""]",,"[""non-review""]",,,,"[""non-review""]",,,0,0,0,0,0,0,1
Dishwasher Magnet,"Just about, but not quite.. This sign was a nice size and adhered well. The sliding part of the sign was the problem. It just was so loose that it wouldn’t stay put. I’m disappointed.",2,,"[""quality""]","[""design""]","[""quality""]","[""design"",""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Earplugs,Junk.. Junk. Doesn't block out any noise.,1,,"[""quality""]","[""performance""]","[""quality""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Kitchen Tools,"JUNK!. went in garbage-Junk Had to cut it to fit the length and does not lay flat, moves around. Waste of money but not worth even sending back",1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Amazon Fire TV Stick,Junk junk junk. Stop work junk junk,2,,"[""none""]","[""none""]","[""none""]","[""quality""]",,,,"[""none""]","[""none""]",,"[""none""]",,,,"[""none""]",,,0,0,0,0,0,1,0
Earbuds,J. Left side bit working,1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Soft Tissues,Its sizes is goog. It keeps me fresh and clean no matter where I decide to go,5,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Eyebrow Tint,"Its ok.... Does not stain skin, which i need since i have very sparse brows. Color fades within a week.. but i have oily skin. I had better luck with 1000 hour. Only thing i can say was better bout this is you can use what you need and not have to waste it all at once like 1000 hr. I dont want to be dying em every week tho.",2,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""design"",""performance""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,"[""performance"",""value""]",,,,"[""performance"",""value""]",,,0,0,1,1,0,0,0
Shampoo,Its ok.. I have been using this shampoo for about two weeks now and I do not see a difference in my hair. I have very thin frizzy hair and I was hoping this would help the frizz. It did not.,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Fire TV Stick,Its ok. It buffers and you cant watch some videos have to constantly restart it,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Its OEM. Works as it should. I wish it were cheaper though.,4,,"[""performance"",""value""]","[""value""]","[""performance"",""value""]","[""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Kitchen Tools,Item is great for a replacement. I was having a time keeping the drip pans clean on the stove.  These are just great for a replacement . Thans,4,,"[""performance""]","[""performance""]","[""quality""]","[""performance""]",,,"[""performance""]",,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Listerine pump for mouthwash,Item doesn’t fit on a lister. Not the same item shown in there listing<br />Item DOES NOT FIT. beyond frustrating,1,,"[""quality""]","[""quality""]","[""quality""]","[""design""]",,,,"[""quality""]","[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Coffee Filter,"Item description stated: ""For use exclusively with the following .... Item description stated: &#34;For use exclusively with the following Keurig brewers purchased after August 2007: Elite, Classic, Ultra, Special Edition, Ultimate, Select and Platinum.&#34; I have an Elite K40 and these were not the correct size.",1,,"[""non-review""]","[""non-review""]","[""none""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Fire Tablet,It’s very limited but you get what you pay for. Bought it on sale no problem but didn’t understand it’s limitations.  My fault,3,,"[""value""]","[""value""]","[""value""]","[""design"",""limitation""]",,,,"[""value""]","[""value""]",,"[""value""]",,,,"[""value""]",,,0,0,1,0,0,0,0
Amazon Echo Show,It’s ok. It’s ok you have to yell and repeat yourself all the time. Not very loud for listening to music,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Filter,It’s not for all Keurig machine. Not for all the keurig .. I bought wrong,1,,"[""non-review""]","[""non-review""]","[""none""]","[""none""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Exfoliating Cloth,"It’s a washcloth but Wow!. I love this. Also gave  one to each daughter as a stocking stuffer and they love them too. It’s so long that you can wash your whole back. Love the perfect level of friction. Great exfoliation. The ones we got were from Japan, not China.",5,,"[""design"",""performance""]","[""performance"",""quality""]","[""performance"",""quality""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Cleaner,It's very effective. This stuff is amazing. It really removed marks on your walls and doors. How it works??? But it does.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Kindle Tablet ,It's updated from my old one and I haven't learned to use it.. I wanted to borrow books from my library like I did with my other one.  Does anyone know a web site that can help me?,2,,"[""non-review""]","[""customer service""]","[""none""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Hair Clips,"It's slippery, wish I didn't buy it !. It's a smooth plastic which makes it slippery especially when your hands has conditioner or oil it's gets so hard to use.",2,,"[""quality""]","[""design""]","[""performance""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Anti-slip wax for glasses,It's really only met if you don't wear makeup and you don't sweat. In theory I love this product however it really didn't work that well maybe it's cuz I wear makeup but I feel like half the world words make up,2,,"[""performance""]","[""performance""]","[""performance""]","[""none""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Coffee Filter,It's Only a 6 pack. Buyer beware. Since when does a 12 pack only contain 6 pcs?  Not the last time I counted.  They need to correct the listing because I only got 6. The outer pack states 12.,1,,"[""value""]","[""none""]","[""none""]","[""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Makeup Brush Holder ,"It's okay. The only thing I liked about this product was how it made my brushes stay in place and was easy to insert the brushes through each hole. I didn't care for it though, because it looked cheap. I still can't remove the brown paper that's affixed to the product even after I ran it under hot water. It's not as steady as I thought it would be.",2,,"[""design"",""performance"",""quality""]","[""design"",""quality""]","[""design"",""quality""]","[""design"",""quality""]","[""design"",""quality""]",,,,"[""design"",""quality""]",,"[""design"",""quality""]",,,,"[""design"",""quality""]",,,0,1,0,0,1,0,0
Echo Dot,It's okay. Sometimes I gotta repeat myself and yell.... but it eventually hears me,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Maker,It's okay for glam camping.. Good for car camping. Coffee didn't taste any more better than normal.,3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Listerine pump for mouthwash,It's okay but drips a little. The pump works as advertised but it makes a bit of a mess with dripping after use. Have to be sure to wipe the nozzle after each use or a small drip-puddle will form on your surface,3,,"[""performance"",""quality""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Smart Scale,It's Ok.. It's ok.  Not very consistent person to person.  Some times it has a 40lb swing.  Novel idea.  Not sure it is worth the $.  I had a hard time getting it to set up properly.  I literally had to set it on the floor next to the wifi box to get it to notice wifi originally.,3,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""design"",""performance""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,"[""performance"",""value""]",,,,"[""performance"",""value""]",,,0,0,1,1,0,0,0
Water Filter,"it's ok. This is a decent filter the my refrigerator.  I purchased it to filter the water that goes to my ice, but truthfully, the water coming from the refrigerator's water dispenser still had a synthetic taste to it, so I now use a Brita to filter my drinking water.",3,,"[""performance""]","[""quality""]","[""performance""]","[""performance""]",,"[""performance""]",,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Amazon Fire Tablet,"It's OK. It's ok, it's a bit slow, my Huawei Mate 9 is faster",3,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Scoop,"It's OK. I wouldn't have bought it again if I hadn't already bought it.<br />It was discounted, so I figured it might be nice to have.<br />Got it with the reusable cups etc.<br /><br />I would've just used a spoon or the cup itself. Not worth the money",2,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Hair Spray Bottle,"It's ok. I was under the impression that the mist would spray out for a long time continuously but it doesn't.  Almost like a regular spray bottle with a finer mist but last a little longer.  I'm going to try or at least read about the best seller, the white one and try that if I can.",3,,"[""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Coffee Filter,it's ok. Doesn't quite fit in my Cuisinart.,3,,"[""design""]","[""design""]","[""quality""]","[""design""]",,,"[""design""]",,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
