product_name,review_text,tags
Earbuds,"Good sound quality, Not Durable. Had to drop my review from 5 to 3 stars. I still think the sound quality, volume, and charge on both case and earbuds are fantastic but I'm on my second pair, after one of the buds died after ~6 months, and now one of the buds has again gone almost completely silent after less than 2 months. Pretty disappointed","[""performance"",""quality""]"
Bluetooth Speakers,Good sound but not much range on Bluetooth. Good sound but not much range on Bluetooth,"[""performance""]"
Hair Clips,Good quality.. I use these clips all the time when section my hair for detangling or styling. Good quality.,"[""quality""]"
Castor Oil,Good Quality.. Good quality castor oil.,"[""quality""]"
Glycerin,Good quality. Larger than expected but it will be used.,"[""quality""]"
Cotton Rounds,Good quality. It’s soft and good quality.,"[""quality""]"
Castor Oil,"Good quality!. Very nice quality, no scent at all. Purchased for eyelash growth, but have not seen any change. Seems to help with healing scrapes and light scars.","[""quality""]"
Peppermint Oil,Good quality oil. Smells good,"[""quality""]"
Bluetooth Speakers,Good purchase. Great for the price. Got on a lightning deal.,"[""value""]"
Wet Wipes,Good product💙❤️💙. Excellent product,"[""none""]"
Hairspray,Good product..good hold. Great hold,"[""performance""]"
Curling Brush / Iron,Good product. What I was looking for,"[""none""]"
Hairspray,Good product. Perfect for traveling. My first time buying this brand. Holds well in humidity. I have fine/thin hair.,"[""performance""]"
Earbuds,Good Product. Good Product,"[""none""]"
Foot Scrubber / Massager,Good product!. I gave it as a gift and she loves it!,"[""none""]"
Coffee Filter,"Good product, wrong size. These were of great quality, but were the wrong size as advertised.  They're for the mini-Keurig brewers.","[""quality""]"
Glycerin,"Good product, if you need it.. It is what it is.","[""none""]"
Water Filter,Good price.. Good price.  Cheaper than buying in local stores.,"[""value""]"
Soft Tissues,Good price. The only way to buy them in bulk,"[""value""]"
Coffee Filter,Good Price. Does the job and the price is right,"[""value""]"
Kindle Tablet ,Good price but limited in customization and options. Same kindle as the last few. Good price but limited in customization and options.,"[""value""]"
Peppermint Oil,"Good oil, leaked during shipment. This should really be shipped with a different top.  This pump leaked during shipment.","[""quality""]"
Soap Sheets,good idea. I was disappointed in this product. Great idea but it would take several sheets to actually work up enough lather to shave.,"[""performance""]"
Coffee Maker Cups,"Good idea, Poor manufacturing. These arrived with chips in the rim plastic, love the reusable aspect of the product.  Searching for a better made version for the same.","[""quality""]"
Glycerin,Good for what ails u. Good for cooking,"[""performance""]"
Soft Tissues,Good for runny noses. These are great for blowing your nose. Also good for dabbing tears.,"[""performance""]"
Castor Oil,good for price. good  for price,"[""value""]"
Pain Relief Cream,Good for pain. Great for lower back pain. But I add extra 2 tblsp of liquid dmso to this product.,"[""performance""]"
Soap Sheets,"Good for hand washing, not for a washing machine load.. I am thinking this is a better product for hand washing as opposed to washing with a lot of water and washing machine. I seem to have to use quite a few sheets for one load.","[""performance""]"
Water Filter,"Good Filter. Filter works well, clarity and taste are great, but has made the flow much slower.","[""performance""]"
Water Filter,Good filter but expensive. Excellent at removing stuff from my water. Still expensive to replace.,"[""performance"",""value""]"
Peppermint Oil,"Good emulsifier oil.. Nice, light  emulsifier for essential oils.","[""performance""]"
Earbuds,Good battery life. Good battery life but the person I was talking to always have trouble hearing me unless I talked very loud,"[""performance""]"
Amazon Echo Show,Good as ring device. I only got this device for my ring doorbell.  The thing I like is it rings on this device. The thing I dislike is how long it takes to show the ring doorbell. I wished that was an automatic feature since it's connected.  At any rate it is ok. Screen is too small for really using for cooking.,"[""performance""]"
Eyebrow Tint,"Godefroy Tint Kit for Spot Coloring, Dark Brown. It is perfect to cover straw gray eyebrow hair.  I last about 2 1/2 weeks.","[""performance""]"
Contact Lens Solution,"Go with a smaller bottle since it's only good for 3 months. Great product, but I would go with a smaller bottle since the liquid is good for only 3 months.  I think I saw a competitors brand for under 5 at walmart.  I will have to look closer to see if its the same thing.","[""value""]"
Anti-slip wax for glasses,Gimiky buy. Glasses adhere for a few minutes but the eventually just get greasy and slide off more than usual.,"[""performance""]"
Echo Dot,Gift. Gift,"[""non-review""]"
Crown / Tiara,Gift to a young Family member. They real like the item.. Gift to a young Family member. They real like the item.,"[""none""]"
Castor Oil,Gift purchase. I purchased this as part of a gift and recipient was very happy.,"[""non-review""]"
Echo Dot,"Get what you pay for.. For what I paid for it. it was a real deal. As for a product, Amazon anything is destined to fail.","[""value""]"
Crown / Tiara,Get what you pay for. Broke as soon as we put it on.,"[""quality""]"
Amazon Smart Plug,Get this you will love it.. I have a space heater plugged into it. It turns the heater on and off many times during the day and night. It works great with my Alexa.,"[""performance""]"
Amazon Fire Tablet,Get rid of the apps I don't want. Don't like to have to sigh in every time I open.,"[""design""]"
Amazon Fire Tablet,Get a bigger screen. It's very small ..didn't meet my expectations..very disappointed..,"[""design""]"
Insect Repellent,Gave my son a rash on his cheek when applied .... Gave my son a rash on his cheek when applied.  Next time just use regular sunscreen and buy one of those mosquito repellent bracelets.,[“quality”]
Tea Infuser,"Function>Form. It works beautifully and does not leave any residue in my cup.  It is nice and large so that the loose tea can float freely while steeping.  I just wish it were more attractive.  It looks like some sort of internal mechanism for a coffee machine.  But hey, function&#62;form, I suppose.","[""design"",""performance""]"
Foot Scrubber / Massager,Function. Slides everywhere,"[""performance""]"
Necklace,Fun and funky!. Now this was a pleasant surprise. It has that bohemian vibe and is just funky enough to be cool. I super like it!,"[""design""]"
Amazon Echo Show,"Frustrating. The voice recognition sounds ok. The user interface is straightforward, and I can’t quickly figure out how to do anything.  I have two older Alexa speakers that I love and this was a good. I thought I could use this in the kitchen. It’s easier just not to let my phone lock bc I don’t readily see otherwise.","[""design""]"
Kindle Tablet ,"Frozen, not the movie.. The screen is constantly freezing. I'm having to turn it back off,  then turn it on in order to unfreeze the screen. I can't stand this, so it is being sent back.","[""performance""]"
Kindle Tablet ,"freezes apps often, otherwise pretty good. Great for the money","[""performance"",""value""]"
Kindle Tablet ,Four Stars. works well,"[""performance""]"
Amazon Fire TV Stick,Four Stars. works very well,"[""performance""]"
Amazon Fire TV Stick,Four Stars. Works just like the one that came with the fire stick.,"[""performance""]"
Echo Dot,Four Stars. Works great!,"[""performance""]"
